date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:40	2718/2718	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a9e-66d1a275-75d79d452abe0cc3;gz%22	https://bplugins.net/neura/assets/img/logo/Logo.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/logo/Logo.svg	(from https://bplugins.net/neura/)
19:23:40	55115/55115	---M-Z	200	added ('OK')	text/html	etag:%22d74b-66d1a275-8e2b8825ffb902fc;gz%22	https://bplugins.net/neura/home-2.html	D:/2026-projects/Majormind/bplugins.net/neura/home-2.html	(from https://bplugins.net/neura/)
19:23:41	44601/44601	---M-Z	200	added ('OK')	text/html	etag:%22ae39-66d1a275-d1828202fbf07ab6;gz%22	https://bplugins.net/neura/about-us.html	D:/2026-projects/Majormind/bplugins.net/neura/about-us.html	(from https://bplugins.net/neura/)
19:23:41	18714/18714	---M-Z	200	added ('OK')	text/html	etag:%22491a-66d1a275-758472c08545a61e;gz%22	https://bplugins.net/neura/services.html	D:/2026-projects/Majormind/bplugins.net/neura/services.html	(from https://bplugins.net/neura/)
19:23:42	24102/24102	---M-Z	200	added ('OK')	text/html	etag:%225e26-66d1a275-3ec58c8942a9bb5f;gz%22	https://bplugins.net/neura/service-details.html	D:/2026-projects/Majormind/bplugins.net/neura/service-details.html	(from https://bplugins.net/neura/)
19:23:42	34436/34436	---M-Z	200	added ('OK')	text/html	etag:%228684-66d1a275-dff9762c0e7bd11e;gz%22	https://bplugins.net/neura/blog.html	D:/2026-projects/Majormind/bplugins.net/neura/blog.html	(from https://bplugins.net/neura/)
19:23:42	28061/28061	---M-Z	200	added ('OK')	text/html	etag:%226d9d-66d1a275-4349e1d842a01df0;gz%22	https://bplugins.net/neura/blog-details.html	D:/2026-projects/Majormind/bplugins.net/neura/blog-details.html	(from https://bplugins.net/neura/)
19:23:43	26227/26227	---M-Z	200	added ('OK')	text/html	etag:%226673-66d1a275-1dfde34356cdb545;gz%22	https://bplugins.net/neura/price.html	D:/2026-projects/Majormind/bplugins.net/neura/price.html	(from https://bplugins.net/neura/)
19:23:43	20534/20534	---M-Z	200	added ('OK')	text/html	etag:%225036-66d1a275-7a13377fbdce9a1f;gz%22	https://bplugins.net/neura/faq.html	D:/2026-projects/Majormind/bplugins.net/neura/faq.html	(from https://bplugins.net/neura/)
19:23:44	26225/26225	---M-Z	200	added ('OK')	text/html	etag:%226671-66d1a275-ea7217ad908fd6d7;gz%22	https://bplugins.net/neura/contact.html	D:/2026-projects/Majormind/bplugins.net/neura/contact.html	(from https://bplugins.net/neura/)
19:23:45	4703/4703	---M-Z	200	added ('OK')	image/svg+xml	etag:%22125f-66d1a275-4d2c504a05c1d97b;gz%22	https://bplugins.net/neura/assets/img/banner/v1/shap-1.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v1/shap-1.svg	(from https://bplugins.net/neura/)
19:23:46	302254/302254	---M--	200	added ('OK')	image/png	etag:%2249cae-66d1a275-734b141254641cd9;;;%22	https://bplugins.net/neura/assets/img/banner/v1/profile-img.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v1/profile-img.png	(from https://bplugins.net/neura/)
19:23:48	499/499	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f3-66d1a275-9e3fb81a55df91d6;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-2.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-2.svg	(from https://bplugins.net/neura/)
19:23:49	1684/1684	---M-Z	200	added ('OK')	image/svg+xml	etag:%22694-66d1a275-bf0be3215bf47756;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-1.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-1.svg	(from https://bplugins.net/neura/)
19:23:51	495504/495504	---M--	200	added ('OK')	image/png	etag:%2278f90-66d1a275-902cbf4454988707;;;%22	https://bplugins.net/neura/assets/img/revolutionizing-care-ai/v1/img-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/revolutionizing-care-ai/v1/img-1.png	(from https://bplugins.net/neura/)
19:23:52	819/819	---M-Z	200	added ('OK')	image/svg+xml	etag:%22333-66d1a275-9d0f4c71be5ec491;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-7.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-7.svg	(from https://bplugins.net/neura/)
19:23:52	721471/721471	---M--	200	added ('OK')	image/png	etag:%22b023f-66d1a275-cc3c4dac1f7d98c1;;;%22	https://bplugins.net/neura/assets/img/counter/v1/img-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/counter/v1/img-1.png	(from https://bplugins.net/neura/)
19:23:52	686/686	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ae-66d1a275-4429ab2195b5a629;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-4.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-4.svg	(from https://bplugins.net/neura/)
19:23:53	6872/6872	---M--	200	added ('OK')	image/png	etag:%221ad8-66d1a275-f08befaceabe9bf2;;;%22	https://bplugins.net/neura/assets/img/testominial/v1/profile-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/testominial/v1/profile-1.png	(from https://bplugins.net/neura/)
19:23:53	53031/53031	---M--	200	added ('OK')	image/png	etag:%22cf27-66d1a275-d8c4e33ddb16aecc;;;%22	https://bplugins.net/neura/assets/img/work-process/v1/img-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/work-process/v1/img-1.png	(from https://bplugins.net/neura/)
19:23:54	7585/7585	---M--	200	added ('OK')	image/png	etag:%221da1-66d1a275-d0bd3c4862974dd0;;;%22	https://bplugins.net/neura/assets/img/testominial/v1/profile-2.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/testominial/v1/profile-2.png	(from https://bplugins.net/neura/)
19:23:55	9685/9685	---M--	200	added ('OK')	image/jpeg	etag:%2225d5-66d1a275-759cfbd16c97b343;;;%22	https://bplugins.net/neura/assets/img/team/v1/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/team/v1/img-1.jpg	(from https://bplugins.net/neura/)
19:23:55	9311/9311	---M--	200	added ('OK')	image/jpeg	etag:%22245f-66d1a275-c344ee4d009a983b;;;%22	https://bplugins.net/neura/assets/img/team/v1/img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/team/v1/img-2.jpg	(from https://bplugins.net/neura/)
19:23:55	12430/12430	---M--	200	added ('OK')	image/jpeg	etag:%22308e-66d1a275-2ca6f6bd1ef8cf0;;;%22	https://bplugins.net/neura/assets/img/team/v1/img-3.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/team/v1/img-3.jpg	(from https://bplugins.net/neura/)
19:23:56	10426/10426	---M--	200	added ('OK')	image/jpeg	etag:%2228ba-66d1a275-f5a6f9410b37bcf7;;;%22	https://bplugins.net/neura/assets/img/team/v1/img-4.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/team/v1/img-4.jpg	(from https://bplugins.net/neura/)
19:23:57	400062/400062	---M--	200	added ('OK')	image/png	etag:%2261abe-66d1a275-aedffa9f77f9ffe5;;;%22	https://bplugins.net/neura/assets/img/faq/v1/img-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/faq/v1/img-1.png	(from https://bplugins.net/neura/)
19:23:57	74950/74950	---M-Z	200	added ('OK')	image/svg+xml	etag:%22124c6-66d1a275-2f16b7cf095d1e2f;gz%22	https://bplugins.net/neura/assets/img/compani-logos/v1/logo-1.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/compani-logos/v1/logo-1.svg	(from https://bplugins.net/neura/)
19:23:58	15608/15608	---M-Z	200	added ('OK')	image/svg+xml	etag:%223cf8-66d1a275-6daac6eae33ed5cd;gz%22	https://bplugins.net/neura/assets/img/compani-logos/v1/logo-2.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/compani-logos/v1/logo-2.svg	(from https://bplugins.net/neura/)
19:23:59	14581/14581	---M-Z	200	added ('OK')	image/svg+xml	etag:%2238f5-66d1a275-1638881b37c0fff7;gz%22	https://bplugins.net/neura/assets/img/compani-logos/v1/logo-3.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/compani-logos/v1/logo-3.svg	(from https://bplugins.net/neura/)
19:24:00	67699/67699	---M-Z	200	added ('OK')	image/svg+xml	etag:%2210873-66d1a275-18f27435219fc725;gz%22	https://bplugins.net/neura/assets/img/compani-logos/v1/logo-5.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/compani-logos/v1/logo-5.svg	(from https://bplugins.net/neura/)
19:24:00	138107/138107	---M-Z	200	added ('OK')	image/svg+xml	etag:%2221b7b-66d1a275-8ad67c79245ef76a;gz%22	https://bplugins.net/neura/assets/img/compani-logos/v1/logo-4.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/compani-logos/v1/logo-4.svg	(from https://bplugins.net/neura/)
19:24:00	24197/24197	---M--	200	added ('OK')	image/jpeg	etag:%225e85-66d1a275-7c36dc5e4db1b851;;;%22	https://bplugins.net/neura/assets/img/blogs/v1/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v1/img-1.jpg	(from https://bplugins.net/neura/)
19:24:00	20118/20118	---M--	200	added ('OK')	image/jpeg	etag:%224e96-66d1a275-da71dc2a4a7ed520;;;%22	https://bplugins.net/neura/assets/img/blogs/v1/img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v1/img-2.jpg	(from https://bplugins.net/neura/)
19:24:01	13952/13952	---M--	200	added ('OK')	image/jpeg	etag:%223680-66d1a275-9b45220331e127e3;;;%22	https://bplugins.net/neura/assets/img/blogs/v1/img-3.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v1/img-3.jpg	(from https://bplugins.net/neura/)
19:24:01	32900/32900	---M--	200	added ('OK')	image/png	etag:%228084-66d1a275-de4f02bf6e680a1;;;%22	https://bplugins.net/neura/assets/img/footer/v1/shap-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/footer/v1/shap-1.png	(from https://bplugins.net/neura/)
19:24:02	87532/87532	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ec-66d1a275-fb36bc1f0ccfa152;gz%22	https://bplugins.net/neura/assets/js/jquery-3.7.1.min.js	D:/2026-projects/Majormind/bplugins.net/neura/assets/js/jquery-3.7.1.min.js	(from https://bplugins.net/neura/)
19:24:02	80606/80606	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213ade-66d1a275-4d9db727d8dcca3d;gz%22	https://bplugins.net/neura/assets/js/bootstrap.min.js	D:/2026-projects/Majormind/bplugins.net/neura/assets/js/bootstrap.min.js	(from https://bplugins.net/neura/)
19:24:03	192229/192229	---M-Z	200	added ('OK')	application/x-javascript	etag:%222eee5-66d1a275-1569ea2c5f1ce9ba;gz%22	https://bplugins.net/neura/assets/js/plugins.js	D:/2026-projects/Majormind/bplugins.net/neura/assets/js/plugins.js	(from https://bplugins.net/neura/)
19:24:03	6430/6430	---M-Z	200	added ('OK')	application/x-javascript	etag:%22191e-66d1a275-a7f900209f360a64;gz%22	https://bplugins.net/neura/assets/js/index.min.js	D:/2026-projects/Majormind/bplugins.net/neura/assets/js/index.min.js	(from https://bplugins.net/neura/)
19:24:03	16084/16084	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%223ed4-66d1a275-b03b4903584959df;gz%22	https://bplugins.net/neura/assets/all-icons/icomoon.eot?74zehw	D:/2026-projects/Majormind/bplugins.net/neura/assets/all-icons/icomoon28a0.eot	(from https://bplugins.net/neura/assets/all-icons/myicon.css)
19:24:04	15920/15920	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223e30-66d1a275-7522139337d49c21;gz%22	https://bplugins.net/neura/assets/all-icons/icomoon.ttf?74zehw	D:/2026-projects/Majormind/bplugins.net/neura/assets/all-icons/icomoon28a0.ttf	(from https://bplugins.net/neura/assets/all-icons/myicon.css)
19:24:04	15996/15996	---M--	200	added ('OK')	application/font-woff	etag:%223e7c-66d1a275-40e4f6aa13810d53;;;%22	https://bplugins.net/neura/assets/all-icons/icomoon.woff?74zehw	D:/2026-projects/Majormind/bplugins.net/neura/assets/all-icons/icomoon28a0.woff	(from https://bplugins.net/neura/assets/all-icons/myicon.css)
19:24:04	55463/55463	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d8a7-66d1a275-268eb51759692e32;gz%22	https://bplugins.net/neura/assets/all-icons/icomoon.svg?74zehw	D:/2026-projects/Majormind/bplugins.net/neura/assets/all-icons/icomoon28a0.svg	(from https://bplugins.net/neura/assets/all-icons/myicon.css)
19:24:05	2718/2718	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a9e-66d1a275-6afd779542b36c2c;gz%22	https://bplugins.net/neura/assets/img/logo/Logo-2.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/logo/Logo-2.svg	(from https://bplugins.net/neura/home-2.html)
19:24:06	15181/15181	---M--	200	added ('OK')	image/jpeg	etag:%223b4d-66d1a275-71fc73cb594d98eb;;;%22	https://bplugins.net/neura/assets/img/banner/v2/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v2/img-1.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:07	18029/18029	---M--	200	added ('OK')	image/jpeg	etag:%22466d-66d1a275-3c22c12ceea73ebd;;;%22	https://bplugins.net/neura/assets/img/banner/v2/img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v2/img-2.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:07	14589/14589	---M--	200	added ('OK')	image/jpeg	etag:%2238fd-66d1a275-22f501cb2501ef8a;;;%22	https://bplugins.net/neura/assets/img/banner/v2/img-3.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v2/img-3.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:08	53342/53342	---M--	200	added ('OK')	image/png	etag:%22d05e-66d1a275-96b5fb48517f77d3;;;%22	https://bplugins.net/neura/assets/img/banner/v2/robot-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v2/robot-1.png	(from https://bplugins.net/neura/home-2.html)
19:24:08	29311/29311	---M--	200	added ('OK')	image/png	etag:%22727f-66d1a275-5682be7fd8923bc6;;;%22	https://bplugins.net/neura/assets/img/banner/v2/robot-2.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/banner/v2/robot-2.png	(from https://bplugins.net/neura/home-2.html)
19:24:09	35121/35121	---M--	200	added ('OK')	image/jpeg	etag:%228931-66d1a275-209b10e794c9e9ed;;;%22	https://bplugins.net/neura/assets/img/ai-development/v1/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/ai-development/v1/img-1.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:09	3139/3139	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c43-66d1a275-8c23e775af4376ec;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-3.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-3.svg	(from https://bplugins.net/neura/home-2.html)
19:24:10	3856/3856	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f10-66d1a275-79d947a11aff4549;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-5.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-5.svg	(from https://bplugins.net/neura/home-2.html)
19:24:12	1217/1217	---M-Z	200	added ('OK')	image/svg+xml	etag:%224c1-66d1a275-fd09808422e9d78d;gz%22	https://bplugins.net/neura/assets/img/service-collaboration/v1/logo-6.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-collaboration/v1/logo-6.svg	(from https://bplugins.net/neura/home-2.html)
19:24:13	35311/35311	---M--	200	added ('OK')	image/jpeg	etag:%2289ef-66d1a275-c9d7e33ee02670d4;;;%22	https://bplugins.net/neura/assets/img/work-process/v2/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/work-process/v2/img-1.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:16	44625/44625	---M--	200	added ('OK')	image/jpeg	etag:%22ae51-66d1a275-36d9f235ed09435;;;%22	https://bplugins.net/neura/assets/img/testominial/v2/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/testominial/v2/img-1.jpg	(from https://bplugins.net/neura/home-2.html)
19:24:29	7585/7585	---M--	200	added ('OK')	image/png	etag:%221da1-66d1a275-a8a9a63155d08bc5;;;%22	https://bplugins.net/neura/assets/img/testominial/v2/profile-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/testominial/v2/profile-1.png	(from https://bplugins.net/neura/home-2.html)
19:24:34	17252/17252	---M--	200	added ('OK')	image/png	etag:%224364-66d1a275-d68d5a3579de24ff;;;%22	https://bplugins.net/neura/assets/img/footer/v2/shap-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/footer/v2/shap-1.png	(from https://bplugins.net/neura/home-2.html)
19:24:37	8446/8446	---M--	200	added ('OK')	image/png	etag:%2220fe-66d1a275-4337ae1e6e402312;;;%22	https://bplugins.net/neura/assets/img/breadcum/v1/bg-shap.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/breadcum/v1/bg-shap.png	(from https://bplugins.net/neura/about-us.html)
19:24:41	19364/19364	---M--	200	added ('OK')	image/jpeg	etag:%224ba4-66d1a275-6dbfa064ee79c72a;;;%22	https://bplugins.net/neura/assets/img/service-details/v1/img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-details/v1/img-2.jpg	(from https://bplugins.net/neura/service-details.html)
19:24:41	39246/39246	---M--	200	added ('OK')	image/jpeg	etag:%22994e-66d1a275-7594caca72096138;;;%22	https://bplugins.net/neura/assets/img/service-details/v1/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/service-details/v1/img-1.jpg	(from https://bplugins.net/neura/service-details.html)
19:24:42	3856/3856	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f10-66d1a275-9d85a38997223447;gz%22	https://bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-1.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-1.svg	(from https://bplugins.net/neura/service-details.html)
19:24:43	686/686	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ae-66d1a275-3640cbe947b2e602;gz%22	https://bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-2.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-2.svg	(from https://bplugins.net/neura/service-details.html)
19:24:44	499/499	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f3-66d1a275-f32b8103a057df13;gz%22	https://bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-3.svg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/widgets/brand-promo/v1/logo-3.svg	(from https://bplugins.net/neura/service-details.html)
19:24:45	6872/6872	---M--	200	added ('OK')	image/png	etag:%221ad8-66d1a275-1e0b3d080cbce51;;;%22	https://bplugins.net/neura/assets/img/testominial/v2/profile-2.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/testominial/v2/profile-2.png	(from https://bplugins.net/neura/home-2.html)
19:24:46	17365/17365	---M--	200	added ('OK')	image/jpeg	etag:%2243d5-66d1a275-6687d4aa5a4034d7;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-1.jpg	(from https://bplugins.net/neura/blog.html)
19:24:46	16258/16258	---M--	200	added ('OK')	image/jpeg	etag:%223f82-66d1a275-216d98d0c033457;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-2.jpg	(from https://bplugins.net/neura/blog.html)
19:24:47	14545/14545	---M--	200	added ('OK')	image/jpeg	etag:%2238d1-66d1a275-a63412cadb555db2;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-3.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-3.jpg	(from https://bplugins.net/neura/blog.html)
19:24:50	15241/15241	---M--	200	added ('OK')	image/jpeg	etag:%223b89-66d1a275-7e565a9f8792f57b;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-4.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-4.jpg	(from https://bplugins.net/neura/blog.html)
19:24:54	18712/18712	---M--	200	added ('OK')	image/jpeg	etag:%224918-66d1a275-ccd732e0be51b115;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-5.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-5.jpg	(from https://bplugins.net/neura/blog.html)
19:24:58	22337/22337	---M--	200	added ('OK')	image/jpeg	etag:%225741-66d1a275-23b7678626a2686d;;;%22	https://bplugins.net/neura/assets/img/blogs/v2/img-6.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blogs/v2/img-6.jpg	(from https://bplugins.net/neura/blog.html)
19:25:00	15273/15273	---M--	200	added ('OK')	image/jpeg	etag:%223ba9-66d1a275-efcc84c8d57b11a4;;;%22	https://bplugins.net/neura/assets/img/widgets/recent-post/v1/post-img-1.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/widgets/recent-post/v1/post-img-1.jpg	(from https://bplugins.net/neura/blog.html)
19:25:00	14680/14680	---M--	200	added ('OK')	image/jpeg	etag:%223958-66d1a275-6903bd3d70487196;;;%22	https://bplugins.net/neura/assets/img/widgets/recent-post/v1/post-img-2.jpg	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/widgets/recent-post/v1/post-img-2.jpg	(from https://bplugins.net/neura/blog.html)
19:25:01	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Wed,%2007%20Jan%202026%2016:24:55%20GMT	https://bplugins.net/neura/assets/img/blog-details/v1/img-2.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blog-details/v1/img-2.png	(from https://bplugins.net/neura/blog-details.html)
19:25:03	354002/354002	---M--	200	added ('OK')	image/png	etag:%22566d2-66d1a275-f700ee9c3a32b55f;;;%22	https://bplugins.net/neura/assets/img/blog-details/v1/img-1.png	D:/2026-projects/Majormind/bplugins.net/neura/assets/img/blog-details/v1/img-1.png	(from https://bplugins.net/neura/blog-details.html)
19:25:04	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-8d9e8aa8277b09ce;gz%22	https://bplugins.net/neura/Version/	D:/2026-projects/Majormind/bplugins.net/neura/Version/index.html	(from https://bplugins.net/neura/assets/js/plugins.js)
19:25:05	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-8d9e8aa8277b09ce;gz%22	https://bplugins.net/neura/e	D:/2026-projects/Majormind/bplugins.net/neura/e.53.delayed	(from https://bplugins.net/neura/assets/js/plugins.js)
19:25:06	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-8d9e8aa8277b09ce;gz%22	https://bplugins.net/neura/t.params.url	D:/2026-projects/Majormind/bplugins.net/neura/t.params.url	(from https://bplugins.net/neura/assets/js/plugins.js)
19:25:06	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-8d9e8aa8277b09ce;gz%22	https://bplugins.net/neura/GET	D:/2026-projects/Majormind/bplugins.net/neura/GET	(from https://bplugins.net/neura/assets/js/plugins.js)
